id_venta,producto,precio,cantidad,fecha_venta,categoria,precio_total,id_campanha,canal,costo,fecha_inicio,fecha_fin
1785,lavadora,44.12,10.0,2024-03-27,electrodomesticos,441.19998,16,RRSS,3.56,2024-08-14,2024-09-20
558,rincon de plantas,93.66,10.0,2024-03-28,decoracion,936.60004,68,TV,5.81,2024-12-17,2025-02-14
730,adorno de pared,103.9,8.0,2024-03-28,decoracion,831.2,14,RRSS,4.16,2024-10-22,2024-12-21
1121,freidora electrica,90.31,6.0,2024-03-28,electrodomesticos,541.86,11,RRSS,5.27,2024-12-29,2025-01-21
1433,microondas,63.01,8.0,2024-03-28,electrodomesticos,504.08,86,TV,4.25,2024-09-25,2024-11-15
1565,lavadora,37.25,11.0,2024-03-28,electrodomesticos,409.75,16,RRSS,3.56,2024-08-14,2024-09-20
1873,microondas,32.18,7.0,2024-03-28,electrodomesticos,225.26001,86,TV,4.25,2024-09-25,2024-11-15
2830,consola de videojuegos,123.72,3.0,2024-03-28,electronica,371.16,80,TV,4.64,2024-11-01,2024-11-20
2272,televisor,55.97,7.0,2024-03-29,electronica,391.79,89,TV,4.98,2024-12-13,2025-02-08
2585,auriculares,47.12,12.0,2024-03-29,electronica,565.44,77,TV,4.99,2024-11-11,2024-12-06
2838,smartwatch,115.3,3.0,2024-03-29,electronica,345.90002,25,RRSS,4.84,2024-11-23,2024-12-29
2856,laptop,122.13,11.0,2024-03-29,electronica,1343.4299,90,TV,5.62,2024-11-16,2025-01-13
749,lampara de mesa,44.88,1.0,2024-03-30,decoracion,44.88,62,TV,4.51,2024-08-26,2024-10-07
1800,plancha de vapor,33.15,2.0,2024-03-30,electrodomesticos,66.3,66,TV,4.69,2024-10-04,2024-10-23
1821,freidora electrica,44.33,10.0,2024-03-30,electrodomesticos,443.30002,11,RRSS,5.27,2024-12-29,2025-01-21
2034,auriculares,120.46,8.0,2024-03-30,electronica,963.68,77,TV,4.99,2024-11-11,2024-12-06
2044,tablet,35.84,11.0,2024-03-30,electronica,394.24,42,EMAIL,4.42,2024-07-14,2024-09-03
2286,laptop,71.74,8.0,2024-03-30,electronica,573.92,90,TV,5.62,2024-11-16,2025-01-13
2683,smartphone,111.41,7.0,2024-03-30,electronica,779.87,81,TV,4.78,2024-09-28,2024-10-24
2984,tablet,75.89,11.0,2024-03-30,electronica,834.79,42,EMAIL,4.42,2024-07-14,2024-09-03
46,cortinas,98.15,7.0,2024-03-31,decoracion,687.05,13,RRSS,5.22,2024-09-16,2024-10-15
221,lampara de mesa,41.81,9.0,2024-03-31,decoracion,376.29,62,TV,4.51,2024-08-26,2024-10-07
251,lampara de mesa,33.37,3.0,2024-03-31,decoracion,100.11,62,TV,4.51,2024-08-26,2024-10-07
654,jarron decorativo,53.53,7.0,2024-03-31,decoracion,374.71,75,TV,4.1,2024-11-03,2024-12-25
904,jarron decorativo,40.48,11.0,2024-03-31,decoracion,445.28,75,TV,4.1,2024-11-03,2024-12-25
1201,freidora electrica,95.13,8.0,2024-03-31,electrodomesticos,761.04,11,RRSS,5.27,2024-12-29,2025-01-21
1261,freidora electrica,84.29,10.0,2024-03-31,electrodomesticos,842.9,11,RRSS,5.27,2024-12-29,2025-01-21
1633,microondas,112.89,1.0,2024-03-31,electrodomesticos,112.89,86,TV,4.25,2024-09-25,2024-11-15
1948,cafetera,116.78,6.0,2024-03-31,electrodomesticos,700.68,19,RRSS,5.7,2024-08-19,2024-09-15
2062,televisor,101.98,7.0,2024-03-31,electronica,713.86005,89,TV,4.98,2024-12-13,2025-02-08
2731,parlantes bluetooth,77.95,6.0,2024-03-31,electronica,467.69998,24,RRSS,6.0,2024-09-22,2024-10-26
390,adorno de pared,87.52,8.0,2024-04-01,decoracion,700.16,14,RRSS,4.16,2024-10-22,2024-12-21
522,cuadro decorativo,27.99,5.0,2024-04-01,decoracion,139.95,61,TV,5.3,2024-11-05,2024-12-23
1322,heladera,58.58,4.0,2024-04-01,electrodomesticos,234.32,64,TV,4.38,2024-07-10,2024-08-09
2310,consola de videojuegos,102.41,5.0,2024-04-01,electronica,512.05005,80,TV,4.64,2024-11-01,2024-11-20
2383,smartphone,103.69,1.0,2024-04-01,electronica,103.69,81,TV,4.78,2024-09-28,2024-10-24
2865,auriculares,89.29,2.0,2024-04-01,electronica,178.58,77,TV,4.99,2024-11-11,2024-12-06
45,alfombra,72.91,1.0,2024-04-02,decoracion,72.91,28,RRSS,5.82,2024-11-27,2025-01-08
893,espejo decorativo,34.64,12.0,2024-04-02,decoracion,415.68,23,RRSS,4.75,2024-08-28,2024-10-17
1008,cafetera,42.4,10.0,2024-04-02,electrodomesticos,424.0,19,RRSS,5.7,2024-08-19,2024-09-15
1148,cafetera,110.21,4.0,2024-04-02,electrodomesticos,440.84,19,RRSS,5.7,2024-08-19,2024-09-15
1457,horno electrico,27.61,6.0,2024-04-02,electrodomesticos,165.66,65,TV,3.08,2024-10-23,2024-12-11
1588,cafetera,58.68,4.0,2024-04-02,electrodomesticos,234.72,19,RRSS,5.7,2024-08-19,2024-09-15
1866,secadora,39.42,9.0,2024-04-02,electrodomesticos,354.77997,33,EMAIL,3.8,2024-12-20,2025-01-07
1889,batidora,121.14,3.0,2024-04-02,electrodomesticos,363.41998,27,RRSS,4.52,2024-11-01,2024-12-08
1983,microondas,96.24,4.0,2024-04-02,electrodomesticos,384.96,86,TV,4.25,2024-09-25,2024-11-15
226,cortinas,27.05,3.0,2024-04-03,decoracion,81.149994,13,RRSS,5.22,2024-09-16,2024-10-15
351,lampara de mesa,98.22,4.0,2024-04-03,decoracion,392.88,62,TV,4.51,2024-08-26,2024-10-07
479,lampara de mesa,35.26,9.0,2024-04-03,decoracion,317.34,62,TV,4.51,2024-08-26,2024-10-07
570,adorno de pared,64.18,7.0,2024-04-03,decoracion,449.26,14,RRSS,4.16,2024-10-22,2024-12-21
643,espejo decorativo,43.51,1.0,2024-04-03,decoracion,43.51,23,RRSS,4.75,2024-08-28,2024-10-17
679,lampara de mesa,39.86,6.0,2024-04-03,decoracion,239.16,62,TV,4.51,2024-08-26,2024-10-07
1188,cafetera,91.58,11.0,2024-04-03,electrodomesticos,1007.38,19,RRSS,5.7,2024-08-19,2024-09-15
1480,plancha de vapor,99.08,11.0,2024-04-03,electrodomesticos,1089.88,66,TV,4.69,2024-10-04,2024-10-23
1611,freidora electrica,82.46,4.0,2024-04-03,electrodomesticos,329.84,11,RRSS,5.27,2024-12-29,2025-01-21
1627,horno electrico,40.58,5.0,2024-04-03,electrodomesticos,202.90001,65,TV,3.08,2024-10-23,2024-12-11
2028,smartwatch,38.84,7.0,2024-04-03,electronica,271.88,25,RRSS,4.84,2024-11-23,2024-12-29
2281,parlantes bluetooth,70.68,5.0,2024-04-03,electronica,353.4,24,RRSS,6.0,2024-09-22,2024-10-26
2532,televisor,81.42,9.0,2024-04-03,electronica,732.77997,89,TV,4.98,2024-12-13,2025-02-08
172,cuadro decorativo,87.93,11.0,2024-04-04,decoracion,967.23,61,TV,5.3,2024-11-05,2024-12-23
237,elementos de ceramica,61.12,9.0,2024-04-04,decoracion,550.08,52,EMAIL,5.74,2024-09-09,2024-09-30
340,adorno de pared,49.3,2.0,2024-04-04,decoracion,98.6,14,RRSS,4.16,2024-10-22,2024-12-21
400,adorno de pared,33.1,1.0,2024-04-04,decoracion,33.1,14,RRSS,4.16,2024-10-22,2024-12-21
841,lampara de mesa,86.82,10.0,2024-04-04,decoracion,868.2,62,TV,4.51,2024-08-26,2024-10-07
1287,horno electrico,116.05,11.0,2024-04-04,electrodomesticos,1276.55,65,TV,3.08,2024-10-23,2024-12-11
1366,secadora,31.56,11.0,2024-04-04,electrodomesticos,347.16,33,EMAIL,3.8,2024-12-20,2025-01-07
1878,cafetera,68.97,8.0,2024-04-04,electrodomesticos,551.76,19,RRSS,5.7,2024-08-19,2024-09-15
2124,tablet,74.39,7.0,2024-04-04,electronica,520.73,42,EMAIL,4.42,2024-07-14,2024-09-03
56,cortinas,66.24,5.0,2024-04-05,decoracion,331.19998,13,RRSS,5.22,2024-09-16,2024-10-15
421,lampara de mesa,114.83,9.0,2024-04-05,decoracion,1033.47,62,TV,4.51,2024-08-26,2024-10-07
424,jarron decorativo,87.94,2.0,2024-04-05,decoracion,175.88,75,TV,4.1,2024-11-03,2024-12-25
1868,cafetera,62.23,1.0,2024-04-05,electrodomesticos,62.23,19,RRSS,5.7,2024-08-19,2024-09-15
2545,auriculares,32.81,11.0,2024-04-05,electronica,360.91,77,TV,4.99,2024-11-11,2024-12-06
2778,smartwatch,70.66,7.0,2024-04-05,electronica,494.62003,25,RRSS,4.84,2024-11-23,2024-12-29
145,alfombra,41.72,8.0,2024-04-06,decoracion,333.76,28,RRSS,5.82,2024-11-27,2025-01-08
300,adorno de pared,67.75,9.0,2024-04-06,decoracion,609.75,14,RRSS,4.16,2024-10-22,2024-12-21
439,lampara de mesa,35.43,2.0,2024-04-06,decoracion,70.86,62,TV,4.51,2024-08-26,2024-10-07
906,cortinas,84.04,3.0,2024-04-06,decoracion,252.12,13,RRSS,5.22,2024-09-16,2024-10-15
959,lampara de mesa,76.32,7.0,2024-04-06,decoracion,534.24,62,TV,4.51,2024-08-26,2024-10-07
1376,secadora,69.58,7.0,2024-04-06,electrodomesticos,487.06,33,EMAIL,3.8,2024-12-20,2025-01-07
1776,secadora,33.55,3.0,2024-04-06,electrodomesticos,100.649994,33,EMAIL,3.8,2024-12-20,2025-01-07
1784,aspiradora,115.24,3.0,2024-04-06,electrodomesticos,345.72,70,TV,3.06,2024-12-13,2024-12-29
1974,aspiradora,87.32,7.0,2024-04-06,electrodomesticos,611.24,70,TV,3.06,2024-12-13,2024-12-29
2080,consola de videojuegos,100.69,7.0,2024-04-06,electronica,704.83,80,TV,4.64,2024-11-01,2024-11-20
2108,smartwatch,79.37,10.0,2024-04-06,electronica,793.7,25,RRSS,4.84,2024-11-23,2024-12-29
2169,proyector,120.34,1.0,2024-04-06,electronica,120.34,7,RRSS,5.57,2024-07-30,2024-08-16
213,espejo decorativo,40.76,8.0,2024-04-07,decoracion,326.08,23,RRSS,4.75,2024-08-28,2024-10-17
345,alfombra,56.78,9.0,2024-04-07,decoracion,511.02,28,RRSS,5.82,2024-11-27,2025-01-08
398,rincon de plantas,77.3,7.0,2024-04-07,decoracion,541.10004,68,TV,5.81,2024-12-17,2025-02-14
509,lampara de mesa,72.5,1.0,2024-04-07,decoracion,72.5,62,TV,4.51,2024-08-26,2024-10-07
821,lampara de mesa,71.17,10.0,2024-04-07,decoracion,711.69995,62,TV,4.51,2024-08-26,2024-10-07
1642,heladera,88.78,2.0,2024-04-07,electrodomesticos,177.56,64,TV,4.38,2024-07-10,2024-08-09
1956,secadora,42.59,12.0,2024-04-07,electrodomesticos,511.08002,33,EMAIL,3.8,2024-12-20,2025-01-07
2085,auriculares,122.56,6.0,2024-04-07,electronica,735.36,77,TV,4.99,2024-11-11,2024-12-06
2096,laptop,83.25,6.0,2024-04-07,electronica,499.5,90,TV,5.62,2024-11-16,2025-01-13
2356,laptop,30.16,6.0,2024-04-07,electronica,180.95999,90,TV,5.62,2024-11-16,2025-01-13
2373,smartphone,123.6,12.0,2024-04-07,electronica,1483.2,81,TV,4.78,2024-09-28,2024-10-24
204,jarron decorativo,94.75,1.0,2024-04-08,decoracion,94.75,75,TV,4.1,2024-11-03,2024-12-25
1381,freidora electrica,38.12,2.0,2024-04-08,electrodomesticos,76.24,11,RRSS,5.27,2024-12-29,2025-01-21
2365,auriculares,92.91,11.0,2024-04-08,electronica,1022.01,77,TV,4.99,2024-11-11,2024-12-06
2486,laptop,124.95,11.0,2024-04-08,electronica,1374.45,90,TV,5.62,2024-11-16,2025-01-13
2506,laptop,34.74,1.0,2024-04-08,electronica,34.74,90,TV,5.62,2024-11-16,2025-01-13
2705,auriculares,87.29,2.0,2024-04-08,electronica,174.58,77,TV,4.99,2024-11-11,2024-12-06
1225,lavadora,87.65,2.0,2024-04-09,electrodomesticos,175.3,16,RRSS,3.56,2024-08-14,2024-09-20
1344,aspiradora,34.1,3.0,2024-04-09,electrodomesticos,102.299995,70,TV,3.06,2024-12-13,2024-12-29
1361,freidora electrica,103.64,10.0,2024-04-09,electrodomesticos,1036.4,11,RRSS,5.27,2024-12-29,2025-01-21
1979,batidora,88.23,11.0,2024-04-09,electrodomesticos,970.53,27,RRSS,4.52,2024-11-01,2024-12-08
2852,televisor,34.23,4.0,2024-04-09,electronica,136.92,89,TV,4.98,2024-12-13,2025-02-08
48,rincon de plantas,102.85,3.0,2024-04-10,decoracion,308.55,68,TV,5.81,2024-12-17,2025-02-14
141,lampara de mesa,96.45,1.0,2024-04-10,decoracion,96.45,62,TV,4.51,2024-08-26,2024-10-07
426,cortinas,119.55,7.0,2024-04-10,decoracion,836.85004,13,RRSS,5.22,2024-09-16,2024-10-15
556,cortinas,42.74,12.0,2024-04-10,decoracion,512.88,13,RRSS,5.22,2024-09-16,2024-10-15
600,adorno de pared,66.0,4.0,2024-04-10,decoracion,264.0,14,RRSS,4.16,2024-10-22,2024-12-21
797,elementos de ceramica,52.97,2.0,2024-04-10,decoracion,105.94,52,EMAIL,5.74,2024-09-09,2024-09-30
1315,lavadora,49.69,12.0,2024-04-10,electrodomesticos,596.27997,16,RRSS,3.56,2024-08-14,2024-09-20
1356,secadora,124.09,4.0,2024-04-10,electrodomesticos,496.36,33,EMAIL,3.8,2024-12-20,2025-01-07
1435,lavadora,37.2,10.0,2024-04-10,electrodomesticos,372.0,16,RRSS,3.56,2024-08-14,2024-09-20
1618,cafetera,31.94,11.0,2024-04-10,electrodomesticos,351.34,19,RRSS,5.7,2024-08-19,2024-09-15
1630,plancha de vapor,76.06,9.0,2024-04-10,electrodomesticos,684.54,66,TV,4.69,2024-10-04,2024-10-23
1871,freidora electrica,88.9,6.0,2024-04-10,electrodomesticos,533.4,11,RRSS,5.27,2024-12-29,2025-01-21
1919,batidora,38.51,9.0,2024-04-10,electrodomesticos,346.59,27,RRSS,4.52,2024-11-01,2024-12-08
2661,parlantes bluetooth,79.11,3.0,2024-04-10,electronica,237.33,24,RRSS,6.0,2024-09-22,2024-10-26
2785,auriculares,122.8,3.0,2024-04-10,electronica,368.40002,77,TV,4.99,2024-11-11,2024-12-06
328,rincon de plantas,60.89,1.0,2024-04-11,decoracion,60.89,68,TV,5.81,2024-12-17,2025-02-14
466,cortinas,26.29,7.0,2024-04-11,decoracion,184.03,13,RRSS,5.22,2024-09-16,2024-10-15
1109,batidora,123.83,12.0,2024-04-11,electrodomesticos,1485.96,27,RRSS,4.52,2024-11-01,2024-12-08
1578,cafetera,101.98,2.0,2024-04-11,electrodomesticos,203.96,19,RRSS,5.7,2024-08-19,2024-09-15
2370,consola de videojuegos,46.08,7.0,2024-04-11,electronica,322.56,80,TV,4.64,2024-11-01,2024-11-20
2478,smartwatch,80.84,8.0,2024-04-11,electronica,646.72,25,RRSS,4.84,2024-11-23,2024-12-29
2544,tablet,63.88,8.0,2024-04-11,electronica,511.04,42,EMAIL,4.42,2024-07-14,2024-09-03
2934,tablet,95.9,2.0,2024-04-11,electronica,191.8,42,EMAIL,4.42,2024-07-14,2024-09-03
127,elementos de ceramica,93.84,8.0,2024-04-12,decoracion,750.72,52,EMAIL,5.74,2024-09-09,2024-09-30
292,cuadro decorativo,78.91,8.0,2024-04-12,decoracion,631.28,61,TV,5.3,2024-11-05,2024-12-23
1394,aspiradora,68.73,5.0,2024-04-12,electrodomesticos,343.65002,70,TV,3.06,2024-12-13,2024-12-29
2492,televisor,54.4,5.0,2024-04-12,electronica,272.0,89,TV,4.98,2024-12-13,2025-02-08
2812,televisor,52.6,2.0,2024-04-12,electronica,105.2,89,TV,4.98,2024-12-13,2025-02-08
89,lampara de mesa,55.79,1.0,2024-04-13,decoracion,55.79,62,TV,4.51,2024-08-26,2024-10-07
659,lampara de mesa,50.98,3.0,2024-04-13,decoracion,152.94,62,TV,4.51,2024-08-26,2024-10-07
1012,heladera,62.93,1.0,2024-04-13,electrodomesticos,62.93,64,TV,4.38,2024-07-10,2024-08-09
1048,cafetera,58.81,10.0,2024-04-13,electrodomesticos,588.10004,19,RRSS,5.7,2024-08-19,2024-09-15
1450,plancha de vapor,56.8,8.0,2024-04-13,electrodomesticos,454.4,66,TV,4.69,2024-10-04,2024-10-23
1758,cafetera,118.03,5.0,2024-04-13,electrodomesticos,590.15,19,RRSS,5.7,2024-08-19,2024-09-15
1856,secadora,42.03,11.0,2024-04-13,electrodomesticos,462.33,33,EMAIL,3.8,2024-12-20,2025-01-07
2490,consola de videojuegos,122.79,6.0,2024-04-13,electronica,736.74,80,TV,4.64,2024-11-01,2024-11-20
2547,camara digital,60.29,6.0,2024-04-13,electronica,361.74,48,EMAIL,6.84,2024-10-31,2024-12-09
2704,tablet,117.89,1.0,2024-04-13,electronica,117.89,42,EMAIL,4.42,2024-07-14,2024-09-03
2996,camara digital,63.89,1.0,2024-04-13,electronica,63.89,48,EMAIL,6.84,2024-10-31,2024-12-09
285,alfombra,107.8,7.0,2024-04-14,decoracion,754.60004,28,RRSS,5.82,2024-11-27,2025-01-08
896,cortinas,71.03,7.0,2024-04-14,decoracion,497.21,13,RRSS,5.22,2024-09-16,2024-10-15
1097,horno electrico,122.69,10.0,2024-04-14,electrodomesticos,1226.9,65,TV,3.08,2024-10-23,2024-12-11
1516,secadora,105.8,3.0,2024-04-14,electrodomesticos,317.40002,33,EMAIL,3.8,2024-12-20,2025-01-07
1698,cafetera,88.26,1.0,2024-04-14,electrodomesticos,88.26,19,RRSS,5.7,2024-08-19,2024-09-15
2029,proyector,124.37,8.0,2024-04-14,electronica,994.96,7,RRSS,5.57,2024-07-30,2024-08-16
2039,proyector,34.39,7.0,2024-04-14,electronica,240.73,7,RRSS,5.57,2024-07-30,2024-08-16
2097,camara digital,42.17,8.0,2024-04-14,electronica,337.36,48,EMAIL,6.84,2024-10-31,2024-12-09
2275,auriculares,32.0,1.0,2024-04-14,electronica,32.0,77,TV,4.99,2024-11-11,2024-12-06
2381,parlantes bluetooth,98.28,5.0,2024-04-14,electronica,491.4,24,RRSS,6.0,2024-09-22,2024-10-26
107,elementos de ceramica,45.86,6.0,2024-04-15,decoracion,275.16,52,EMAIL,5.74,2024-09-09,2024-09-30
185,alfombra,45.21,6.0,2024-04-15,decoracion,271.26,28,RRSS,5.82,2024-11-27,2025-01-08
374,jarron decorativo,94.59,5.0,2024-04-15,decoracion,472.94998,75,TV,4.1,2024-11-03,2024-12-25
601,lampara de mesa,99.85,3.0,2024-04-15,decoracion,299.55,62,TV,4.51,2024-08-26,2024-10-07
616,cortinas,107.96,9.0,2024-04-15,decoracion,971.64,13,RRSS,5.22,2024-09-16,2024-10-15
886,cortinas,45.79,7.0,2024-04-15,decoracion,320.53,13,RRSS,5.22,2024-09-16,2024-10-15
1134,aspiradora,69.06,11.0,2024-04-15,electrodomesticos,759.66,70,TV,3.06,2024-12-13,2024-12-29
1168,cafetera,37.32,2.0,2024-04-15,electrodomesticos,74.64,19,RRSS,5.7,2024-08-19,2024-09-15
1454,aspiradora,51.46,4.0,2024-04-15,electrodomesticos,205.84,70,TV,3.06,2024-12-13,2024-12-29
2266,laptop,104.48,5.0,2024-04-15,electronica,522.4,90,TV,5.62,2024-11-16,2025-01-13
2396,laptop,77.38,1.0,2024-04-15,electronica,77.38,90,TV,5.62,2024-11-16,2025-01-13
2673,smartphone,76.29,11.0,2024-04-15,electronica,839.19,81,TV,4.78,2024-09-28,2024-10-24
19,lampara de mesa,61.03,6.0,2024-04-16,decoracion,366.18,62,TV,4.51,2024-08-26,2024-10-07
953,espejo decorativo,76.31,5.0,2024-04-16,decoracion,381.55,23,RRSS,4.75,2024-08-28,2024-10-17
1177,horno electrico,65.16,4.0,2024-04-16,electrodomesticos,260.64,65,TV,3.08,2024-10-23,2024-12-11
1629,batidora,108.94,6.0,2024-04-16,electrodomesticos,653.64,27,RRSS,4.52,2024-11-01,2024-12-08
1655,lavadora,37.39,1.0,2024-04-16,electrodomesticos,37.39,16,RRSS,3.56,2024-08-14,2024-09-20
1803,microondas,122.22,11.0,2024-04-16,electrodomesticos,1344.42,86,TV,4.25,2024-09-25,2024-11-15
1864,aspiradora,54.94,3.0,2024-04-16,electrodomesticos,164.81999,70,TV,3.06,2024-12-13,2024-12-29
2019,proyector,41.79,7.0,2024-04-16,electronica,292.53,7,RRSS,5.57,2024-07-30,2024-08-16
2151,parlantes bluetooth,83.34,7.0,2024-04-16,electronica,583.38,24,RRSS,6.0,2024-09-22,2024-10-26
2610,consola de videojuegos,49.74,9.0,2024-04-16,electronica,447.66,80,TV,4.64,2024-11-01,2024-11-20
2615,auriculares,46.72,11.0,2024-04-16,electronica,513.92004,77,TV,4.99,2024-11-11,2024-12-06
2715,auriculares,100.58,7.0,2024-04-16,electronica,704.06,77,TV,4.99,2024-11-11,2024-12-06
1,lampara de mesa,82.25,8.0,2024-04-17,decoracion,658.0,62,TV,4.51,2024-08-26,2024-10-07
138,rincon de plantas,38.89,2.0,2024-04-17,decoracion,77.78,68,TV,5.81,2024-12-17,2025-02-14
1009,batidora,119.03,8.0,2024-04-17,electrodomesticos,952.24,27,RRSS,4.52,2024-11-01,2024-12-08
1118,cafetera,67.0,11.0,2024-04-17,electrodomesticos,737.0,19,RRSS,5.7,2024-08-19,2024-09-15
1190,plancha de vapor,29.68,1.0,2024-04-17,electrodomesticos,29.68,66,TV,4.69,2024-10-04,2024-10-23
1253,microondas,65.99,8.0,2024-04-17,electrodomesticos,527.92,86,TV,4.25,2024-09-25,2024-11-15
1521,freidora electrica,89.52,10.0,2024-04-17,electrodomesticos,895.19995,11,RRSS,5.27,2024-12-29,2025-01-21
1532,heladera,29.17,2.0,2024-04-17,electrodomesticos,58.34,64,TV,4.38,2024-07-10,2024-08-09
2368,smartwatch,70.23,5.0,2024-04-17,electronica,351.15002,25,RRSS,4.84,2024-11-23,2024-12-29
925,alfombra,52.55,11.0,2024-04-18,decoracion,578.05,28,RRSS,5.82,2024-11-27,2025-01-08
1316,secadora,110.21,11.0,2024-04-18,electrodomesticos,1212.3099,33,EMAIL,3.8,2024-12-20,2025-01-07
1590,plancha de vapor,60.38,4.0,2024-04-18,electrodomesticos,241.52,66,TV,4.69,2024-10-04,2024-10-23
1914,aspiradora,92.52,1.0,2024-04-18,electrodomesticos,92.52,70,TV,3.06,2024-12-13,2024-12-29
2134,tablet,43.2,4.0,2024-04-18,electronica,172.8,42,EMAIL,4.42,2024-07-14,2024-09-03
548,rincon de plantas,32.26,8.0,2024-04-19,decoracion,258.08,68,TV,5.81,2024-12-17,2025-02-14
905,alfombra,112.82,9.0,2024-04-19,decoracion,1015.38,28,RRSS,5.82,2024-11-27,2025-01-08
1224,aspiradora,110.58,4.0,2024-04-19,electrodomesticos,442.32,70,TV,3.06,2024-12-13,2024-12-29
1459,batidora,66.73,8.0,2024-04-19,electrodomesticos,533.84,27,RRSS,4.52,2024-11-01,2024-12-08
1943,microondas,82.6,10.0,2024-04-19,electrodomesticos,826.0,86,TV,4.25,2024-09-25,2024-11-15
2095,auriculares,117.6,3.0,2024-04-19,electronica,352.8,77,TV,4.99,2024-11-11,2024-12-06
2375,auriculares,73.7,10.0,2024-04-19,electronica,737.0,77,TV,4.99,2024-11-11,2024-12-06
198,rincon de plantas,115.15,11.0,2024-04-20,decoracion,1266.65,68,TV,5.81,2024-12-17,2025-02-14
833,espejo decorativo,119.87,10.0,2024-04-20,decoracion,1198.7001,23,RRSS,4.75,2024-08-28,2024-10-17
1425,lavadora,118.77,8.0,2024-04-20,electrodomesticos,950.16,16,RRSS,3.56,2024-08-14,2024-09-20
1680,plancha de vapor,110.3,9.0,2024-04-20,electrodomesticos,992.7,66,TV,4.69,2024-10-04,2024-10-23
1701,freidora electrica,87.64,7.0,2024-04-20,electrodomesticos,613.48,11,RRSS,5.27,2024-12-29,2025-01-21
2176,laptop,36.36,7.0,2024-04-20,electronica,254.52,90,TV,5.62,2024-11-16,2025-01-13
2413,smartphone,76.69,3.0,2024-04-20,electronica,230.07,81,TV,4.78,2024-09-28,2024-10-24
2844,tablet,53.22,7.0,2024-04-20,electronica,372.54,42,EMAIL,4.42,2024-07-14,2024-09-03
249,lampara de mesa,95.05,1.0,2024-04-21,decoracion,95.05,62,TV,4.51,2024-08-26,2024-10-07
452,cuadro decorativo,119.07,12.0,2024-04-21,decoracion,1428.84,61,TV,5.3,2024-11-05,2024-12-23
563,espejo decorativo,65.35,10.0,2024-04-21,decoracion,653.5,23,RRSS,4.75,2024-08-28,2024-10-17
934,jarron decorativo,96.24,11.0,2024-04-21,decoracion,1058.64,75,TV,4.1,2024-11-03,2024-12-25
1193,microondas,90.55,4.0,2024-04-21,electrodomesticos,362.2,86,TV,4.25,2024-09-25,2024-11-15
1230,plancha de vapor,90.85,2.0,2024-04-21,electrodomesticos,181.7,66,TV,4.69,2024-10-04,2024-10-23
1307,horno electrico,85.42,11.0,2024-04-21,electrodomesticos,939.62,65,TV,3.08,2024-10-23,2024-12-11
2212,televisor,38.98,11.0,2024-04-21,electronica,428.78,89,TV,4.98,2024-12-13,2025-02-08
2369,proyector,87.64,2.0,2024-04-21,electronica,175.28,7,RRSS,5.57,2024-07-30,2024-08-16
2523,smartphone,56.73,1.0,2024-04-21,electronica,56.73,81,TV,4.78,2024-09-28,2024-10-24
2611,parlantes bluetooth,48.89,12.0,2024-04-21,electronica,586.68,24,RRSS,6.0,2024-09-22,2024-10-26
281,lampara de mesa,42.17,8.0,2024-04-22,decoracion,337.36,62,TV,4.51,2024-08-26,2024-10-07
305,alfombra,91.25,2.0,2024-04-22,decoracion,182.5,28,RRSS,5.82,2024-11-27,2025-01-08
422,cuadro decorativo,47.37,9.0,2024-04-22,decoracion,426.33,61,TV,5.3,2024-11-05,2024-12-23
538,rincon de plantas,119.89,4.0,2024-04-22,decoracion,479.56,68,TV,5.81,2024-12-17,2025-02-14
741,lampara de mesa,98.0,12.0,2024-04-22,decoracion,1176.0,62,TV,4.51,2024-08-26,2024-10-07
1010,plancha de vapor,37.94,8.0,2024-04-22,electrodomesticos,303.52,66,TV,4.69,2024-10-04,2024-10-23
1203,microondas,96.53,1.0,2024-04-22,electrodomesticos,96.53,86,TV,4.25,2024-09-25,2024-11-15
1841,freidora electrica,58.26,2.0,2024-04-22,electrodomesticos,116.52,11,RRSS,5.27,2024-12-29,2025-01-21
2887,camara digital,118.02,1.0,2024-04-22,electronica,118.02,48,EMAIL,6.84,2024-10-31,2024-12-09
209,lampara de mesa,97.04,12.0,2024-04-23,decoracion,1164.48,62,TV,4.51,2024-08-26,2024-10-07
299,lampara de mesa,119.55,3.0,2024-04-23,decoracion,358.65002,62,TV,4.51,2024-08-26,2024-10-07
1477,horno electrico,118.26,11.0,2024-04-23,electrodomesticos,1300.86,65,TV,3.08,2024-10-23,2024-12-11
1952,heladera,115.09,2.0,2024-04-23,electrodomesticos,230.18,64,TV,4.38,2024-07-10,2024-08-09
2214,tablet,81.56,8.0,2024-04-23,electronica,652.48,42,EMAIL,4.42,2024-07-14,2024-09-03
2993,auriculares,38.79,7.0,2024-04-23,electronica,271.53,77,TV,4.99,2024-11-11,2024-12-06
434,jarron decorativo,39.89,2.0,2024-04-24,decoracion,79.78,75,TV,4.1,2024-11-03,2024-12-25
945,alfombra,60.74,12.0,2024-04-24,decoracion,728.88,28,RRSS,5.82,2024-11-27,2025-01-08
1057,horno electrico,30.51,3.0,2024-04-24,electrodomesticos,91.53,65,TV,3.08,2024-10-23,2024-12-11
1320,plancha de vapor,73.95,4.0,2024-04-24,electrodomesticos,295.8,66,TV,4.69,2024-10-04,2024-10-23
2227,camara digital,46.25,8.0,2024-04-24,electronica,370.0,48,EMAIL,6.84,2024-10-31,2024-12-09
