id_venta,producto,precio,cantidad,fecha_venta,categoria
2943,smartphone,28.64,2.0,2024-02-24,electronica
1703,microondas,91.81,9.0,2024-02-25,electrodomesticos
1852,cafetera,76.0,7.0,2024-02-25,electrodomesticos
2175,auriculares,117.03,6.0,2024-02-25,electronica
2232,televisor,70.17,7.0,2024-02-25,electronica
2269,proyector,74.59,4.0,2024-02-25,electronica
2398,smartwatch,47.21,1.0,2024-02-25,electronica
332,cuadro decorativo,124.2,10.0,2024-02-26,decoracion
581,lampara de mesa,106.58,3.0,2024-02-26,decoracion
697,elementos de ceramica,67.37,2.0,2024-02-26,decoracion
1740,plancha de vapor,45.37,6.0,2024-02-26,electrodomesticos
2319,proyector,65.89,4.0,2024-02-26,electronica
2551,parlantes bluetooth,62.77,6.0,2024-02-26,electronica
2,cuadro decorativo,106.12,3.0,2024-02-27,decoracion
171,lampara de mesa,62.47,6.0,2024-02-27,decoracion
239,lampara de mesa,46.25,12.0,2024-02-27,decoracion
1095,lavadora,67.17,9.0,2024-02-27,electrodomesticos
1138,cafetera,92.62,8.0,2024-02-27,electrodomesticos
1835,lavadora,46.18,10.0,2024-02-27,electrodomesticos
1988,cafetera,49.32,3.0,2024-02-27,electrodomesticos
2594,tablet,82.71,7.0,2024-02-27,electronica
2810,consola de videojuegos,31.09,1.0,2024-02-27,electronica
2964,tablet,99.82,8.0,2024-02-27,electronica
95,alfombra,87.85,2.0,2024-02-28,decoracion
150,adorno de pared,27.92,5.0,2024-02-28,decoracion
702,cuadro decorativo,112.56,9.0,2024-02-28,decoracion
1136,secadora,41.84,8.0,2024-02-28,electrodomesticos
1272,cafetera,100.92,1.0,2024-02-28,electrodomesticos
1410,plancha de vapor,122.77,10.0,2024-02-28,electrodomesticos
1669,batidora,69.74,8.0,2024-02-28,electrodomesticos
1793,microondas,108.34,12.0,2024-02-28,electrodomesticos
1839,batidora,63.5,3.0,2024-02-28,electrodomesticos
2110,consola de videojuegos,81.69,4.0,2024-02-28,electronica
2695,auriculares,104.59,9.0,2024-02-28,electronica
2697,camara digital,117.71,2.0,2024-02-28,electronica
79,lampara de mesa,119.69,10.0,2024-02-29,decoracion
734,jarron decorativo,108.99,6.0,2024-02-29,decoracion
822,cuadro decorativo,34.33,11.0,2024-02-29,decoracion
1569,batidora,122.02,12.0,2024-02-29,electrodomesticos
1570,plancha de vapor,114.48,4.0,2024-02-29,electrodomesticos
1984,aspiradora,88.95,11.0,2024-02-29,electrodomesticos
2104,tablet,78.87,5.0,2024-02-29,electronica
2223,smartphone,116.89,6.0,2024-02-29,electronica
661,lampara de mesa,85.58,11.0,2024-03-01,decoracion
1189,batidora,82.18,6.0,2024-03-01,electrodomesticos
1263,microondas,54.11,7.0,2024-03-01,electrodomesticos
2699,proyector,66.66,6.0,2024-03-01,electronica
337,elementos de ceramica,92.88,10.0,2024-03-02,decoracion
396,cortinas,39.63,2.0,2024-03-02,decoracion
454,jarron decorativo,80.34,7.0,2024-03-02,decoracion
868,rincon de plantas,85.49,2.0,2024-03-02,decoracion
1089,batidora,61.72,8.0,2024-03-02,electrodomesticos
2322,televisor,81.31,9.0,2024-03-02,electronica
2572,televisor,123.48,7.0,2024-03-02,electronica
2777,camara digital,31.52,8.0,2024-03-02,electronica
8,rincon de plantas,70.24,7.0,2024-03-03,decoracion
356,cortinas,122.97,5.0,2024-03-03,decoracion
403,espejo decorativo,64.37,1.0,2024-03-03,decoracion
760,adorno de pared,77.65,1.0,2024-03-03,decoracion
985,alfombra,118.35,3.0,2024-03-03,decoracion
2975,auriculares,55.2,10.0,2024-03-03,electronica
186,cortinas,108.74,3.0,2024-03-04,decoracion
954,jarron decorativo,112.06,1.0,2024-03-04,decoracion
1622,cafetera,38.44,7.0,2024-03-04,electrodomesticos
1646,secadora,33.89,7.0,2024-03-04,electrodomesticos
1761,freidora electrica,109.97,7.0,2024-03-04,electrodomesticos
1812,cafetera,106.32,1.0,2024-03-04,electrodomesticos
2489,proyector,77.06,1.0,2024-03-04,electronica
140,adorno de pared,44.91,1.0,2024-03-05,decoracion
324,jarron decorativo,57.23,5.0,2024-03-05,decoracion
774,jarron decorativo,115.58,12.0,2024-03-05,decoracion
1085,lavadora,108.53,10.0,2024-03-05,electrodomesticos
1736,secadora,59.04,11.0,2024-03-05,electrodomesticos
1741,freidora electrica,67.75,2.0,2024-03-05,electrodomesticos
1743,microondas,81.63,6.0,2024-03-05,electrodomesticos
2063,smartphone,124.01,12.0,2024-03-05,electronica
2102,televisor,33.14,1.0,2024-03-05,electronica
781,lampara de mesa,115.77,11.0,2024-03-06,decoracion
1686,secadora,59.33,8.0,2024-03-06,electrodomesticos
2099,proyector,40.99,2.0,2024-03-06,electronica
2388,smartwatch,100.57,9.0,2024-03-06,electronica
2498,smartwatch,100.96,10.0,2024-03-06,electronica
2942,televisor,119.68,2.0,2024-03-06,electronica
612,cuadro decorativo,45.04,10.0,2024-03-07,decoracion
635,alfombra,44.66,7.0,2024-03-07,decoracion
879,lampara de mesa,34.26,11.0,2024-03-07,decoracion
1027,horno electrico,70.09,1.0,2024-03-07,electrodomesticos
1052,cafetera,39.31,11.0,2024-03-07,electrodomesticos
1982,cafetera,117.43,8.0,2024-03-07,electrodomesticos
2270,consola de videojuegos,117.47,8.0,2024-03-07,electronica
2550,consola de videojuegos,118.87,6.0,2024-03-07,electronica
23,espejo decorativo,70.36,5.0,2024-03-08,decoracion
336,cortinas,84.55,5.0,2024-03-08,decoracion
348,rincon de plantas,46.49,1.0,2024-03-08,decoracion
435,alfombra,97.14,1.0,2024-03-08,decoracion
1229,batidora,29.86,4.0,2024-03-08,electrodomesticos
1434,aspiradora,60.42,11.0,2024-03-08,electrodomesticos
1557,horno electrico,53.29,12.0,2024-03-08,electrodomesticos
1879,batidora,65.59,9.0,2024-03-08,electrodomesticos
2233,smartphone,37.11,3.0,2024-03-08,electronica
156,cortinas,39.67,2.0,2024-03-09,decoracion
470,adorno de pared,34.68,5.0,2024-03-09,decoracion
685,alfombra,102.81,9.0,2024-03-09,decoracion
805,alfombra,48.99,8.0,2024-03-09,decoracion
1369,batidora,48.8,11.0,2024-03-09,electrodomesticos
1513,microondas,69.57,1.0,2024-03-09,electrodomesticos
1844,aspiradora,86.29,12.0,2024-03-09,electrodomesticos
2002,televisor,68.99,10.0,2024-03-09,electronica
2664,tablet,54.19,3.0,2024-03-09,electronica
2684,auriculares,79.29,6.0,2024-03-09,electronica
2694,auriculares,51.71,3.0,2024-03-09,electronica
2826,laptop,39.13,8.0,2024-03-09,electronica
2983,smartphone,118.6,11.0,2024-03-09,electronica
74,jarron decorativo,51.08,11.0,2024-03-10,decoracion
161,lampara de mesa,96.41,11.0,2024-03-10,decoracion
967,elementos de ceramica,29.05,10.0,2024-03-10,decoracion
978,rincon de plantas,32.05,4.0,2024-03-10,decoracion
1169,batidora,85.59,5.0,2024-03-10,electrodomesticos
1219,batidora,49.37,9.0,2024-03-10,electrodomesticos
1330,plancha de vapor,28.85,11.0,2024-03-10,electrodomesticos
1742,cafetera,96.84,11.0,2024-03-10,electrodomesticos
1751,freidora electrica,77.13,4.0,2024-03-10,electrodomesticos
1860,plancha de vapor,102.6,12.0,2024-03-10,electrodomesticos
2944,auriculares,55.17,4.0,2024-03-10,electronica
91,lampara de mesa,89.87,12.0,2024-03-11,decoracion
615,alfombra,65.09,5.0,2024-03-11,decoracion
1240,plancha de vapor,40.78,12.0,2024-03-11,electrodomesticos
1311,freidora electrica,61.53,11.0,2024-03-11,electrodomesticos
1707,horno electrico,59.05,8.0,2024-03-11,electrodomesticos
1934,aspiradora,42.94,2.0,2024-03-11,electrodomesticos
2436,laptop,43.34,8.0,2024-03-11,electronica
693,espejo decorativo,85.04,9.0,2024-03-12,decoracion
849,lampara de mesa,46.89,2.0,2024-03-12,decoracion
887,elementos de ceramica,41.55,3.0,2024-03-12,decoracion
1042,heladera,121.85,10.0,2024-03-12,electrodomesticos
1248,cafetera,30.7,5.0,2024-03-12,electrodomesticos
1305,lavadora,114.72,9.0,2024-03-12,electrodomesticos
2282,televisor,31.8,10.0,2024-03-12,electronica
2519,proyector,76.15,11.0,2024-03-12,electronica
543,espejo decorativo,79.98,10.0,2024-03-13,decoracion
623,espejo decorativo,74.95,3.0,2024-03-13,decoracion
874,jarron decorativo,80.88,12.0,2024-03-13,decoracion
1173,microondas,71.13,12.0,2024-03-13,electrodomesticos
1260,plancha de vapor,122.04,1.0,2024-03-13,electrodomesticos
1295,lavadora,53.77,7.0,2024-03-13,electrodomesticos
1620,plancha de vapor,76.32,5.0,2024-03-13,electrodomesticos
1892,heladera,58.45,1.0,2024-03-13,electrodomesticos
1916,secadora,110.04,11.0,2024-03-13,electrodomesticos
2393,smartphone,113.88,9.0,2024-03-13,electronica
2437,camara digital,80.06,3.0,2024-03-13,electronica
2688,smartwatch,119.73,12.0,2024-03-13,electronica
2858,smartwatch,89.27,6.0,2024-03-13,electronica
820,adorno de pared,36.55,3.0,2024-03-14,decoracion
1303,microondas,40.9,9.0,2024-03-14,electrodomesticos
1657,horno electrico,109.73,9.0,2024-03-14,electrodomesticos
1772,heladera,56.94,2.0,2024-03-14,electrodomesticos
1978,cafetera,104.66,11.0,2024-03-14,electrodomesticos
2052,televisor,66.57,5.0,2024-03-14,electronica
2347,camara digital,112.14,3.0,2024-03-14,electronica
2493,smartphone,124.82,5.0,2024-03-14,electronica
2748,smartwatch,53.93,7.0,2024-03-14,electronica
2882,televisor,56.81,9.0,2024-03-14,electronica
2981,parlantes bluetooth,80.25,10.0,2024-03-14,electronica
517,elementos de ceramica,94.94,12.0,2024-03-15,decoracion
624,jarron decorativo,51.39,10.0,2024-03-15,decoracion
772,cuadro decorativo,78.76,10.0,2024-03-15,decoracion
957,elementos de ceramica,75.27,4.0,2024-03-15,decoracion
1953,microondas,119.61,2.0,2024-03-15,electrodomesticos
2082,televisor,55.66,3.0,2024-03-15,electronica
2170,consola de videojuegos,122.4,1.0,2024-03-15,electronica
2554,auriculares,100.07,11.0,2024-03-15,electronica
2647,camara digital,90.34,1.0,2024-03-15,electronica
2835,auriculares,42.5,7.0,2024-03-15,electronica
2950,consola de videojuegos,29.14,10.0,2024-03-15,electronica
613,espejo decorativo,78.46,7.0,2024-03-16,decoracion
836,cortinas,115.79,1.0,2024-03-16,decoracion
919,lampara de mesa,51.5,1.0,2024-03-16,decoracion
1099,batidora,39.73,11.0,2024-03-16,electrodomesticos
1670,plancha de vapor,101.57,7.0,2024-03-16,electrodomesticos
1995,lavadora,31.36,7.0,2024-03-16,electrodomesticos
2018,smartwatch,99.78,1.0,2024-03-16,electronica
2030,consola de videojuegos,108.0,9.0,2024-03-16,electronica
2613,smartphone,105.63,6.0,2024-03-16,electronica
2749,proyector,120.5,4.0,2024-03-16,electronica
2809,proyector,89.06,1.0,2024-03-16,electronica
262,cuadro decorativo,70.89,11.0,2024-03-17,decoracion
449,lampara de mesa,29.32,3.0,2024-03-17,decoracion
914,jarron decorativo,98.11,2.0,2024-03-17,decoracion
1067,horno electrico,116.21,8.0,2024-03-17,electrodomesticos
1164,aspiradora,102.32,2.0,2024-03-17,electrodomesticos
1209,batidora,111.44,3.0,2024-03-17,electrodomesticos
1545,lavadora,33.31,10.0,2024-03-17,electrodomesticos
2444,auriculares,70.16,11.0,2024-03-17,electronica
2577,camara digital,45.12,6.0,2024-03-17,electronica
2677,camara digital,92.0,10.0,2024-03-17,electronica
188,rincon de plantas,101.62,9.0,2024-03-18,decoracion
407,elementos de ceramica,97.51,5.0,2024-03-18,decoracion
505,alfombra,96.21,11.0,2024-03-18,decoracion
872,cuadro decorativo,55.89,10.0,2024-03-18,decoracion
926,cortinas,63.98,11.0,2024-03-18,decoracion
1384,aspiradora,80.38,9.0,2024-03-18,electrodomesticos
2035,auriculares,78.28,6.0,2024-03-18,electronica
2454,auriculares,101.08,10.0,2024-03-18,electronica
2496,laptop,40.16,3.0,2024-03-18,electronica
2763,smartphone,107.84,11.0,2024-03-18,electronica
314,jarron decorativo,109.29,10.0,2024-03-19,decoracion
731,lampara de mesa,40.05,2.0,2024-03-19,decoracion
961,lampara de mesa,103.06,9.0,2024-03-19,decoracion
1073,microondas,72.86,10.0,2024-03-19,electrodomesticos
1917,horno electrico,82.36,2.0,2024-03-19,electrodomesticos
2037,camara digital,68.66,12.0,2024-03-19,electronica
2047,camara digital,85.45,3.0,2024-03-19,electronica
2157,camara digital,65.62,8.0,2024-03-19,electronica
197,elementos de ceramica,89.17,4.0,2024-03-20,decoracion
206,cortinas,73.65,2.0,2024-03-20,decoracion
234,jarron decorativo,112.4,9.0,2024-03-20,decoracion
746,cortinas,64.93,10.0,2024-03-20,decoracion
855,alfombra,48.79,11.0,2024-03-20,decoracion
950,adorno de pared,116.42,6.0,2024-03-20,decoracion
1581,freidora electrica,88.59,8.0,2024-03-20,electrodomesticos
2001,freidora electrica,43.14,12.0,2024-03-20,electrodomesticos
2112,televisor,34.89,12.0,2024-03-20,electronica
2530,consola de videojuegos,54.04,8.0,2024-03-20,electronica
195,alfombra,115.12,12.0,2024-03-21,decoracion
780,adorno de pared,79.13,7.0,2024-03-21,decoracion
1290,plancha de vapor,76.04,5.0,2024-03-21,electrodomesticos
1537,horno electrico,103.51,7.0,2024-03-21,electrodomesticos
1677,horno electrico,116.79,12.0,2024-03-21,electrodomesticos
1831,freidora electrica,87.85,4.0,2024-03-21,electrodomesticos
2200,consola de videojuegos,44.36,10.0,2024-03-21,electronica
2650,consola de videojuegos,50.77,10.0,2024-03-21,electronica
2691,parlantes bluetooth,32.86,11.0,2024-03-21,electronica
2701,parlantes bluetooth,88.65,9.0,2024-03-21,electronica
2946,laptop,27.65,11.0,2024-03-21,electronica
65,alfombra,63.14,2.0,2024-03-22,decoracion
270,adorno de pared,96.59,6.0,2024-03-22,decoracion
645,alfombra,36.17,1.0,2024-03-22,decoracion
1222,heladera,103.34,8.0,2024-03-22,electrodomesticos
1921,freidora electrica,124.0,5.0,2024-03-22,electrodomesticos
2059,proyector,116.66,12.0,2024-03-22,electronica
2100,consola de videojuegos,94.73,1.0,2024-03-22,electronica
2162,televisor,40.83,3.0,2024-03-22,electronica
2634,auriculares,124.63,10.0,2024-03-22,electronica
2813,smartphone,114.94,11.0,2024-03-22,electronica
1607,horno electrico,53.09,3.0,2024-03-23,electrodomesticos
1690,plancha de vapor,68.28,9.0,2024-03-23,electrodomesticos
2456,laptop,68.84,11.0,2024-03-23,electronica
210,adorno de pared,71.67,4.0,2024-03-24,decoracion
708,rincon de plantas,63.1,11.0,2024-03-24,decoracion
1502,heladera,112.52,4.0,2024-03-24,electrodomesticos
1562,heladera,31.42,1.0,2024-03-24,electrodomesticos
1904,aspiradora,102.92,5.0,2024-03-24,electrodomesticos
2003,smartphone,118.8,2.0,2024-03-24,electronica
2399,proyector,96.7,3.0,2024-03-24,electronica
2420,consola de videojuegos,72.78,9.0,2024-03-24,electronica
2462,televisor,46.04,3.0,2024-03-24,electronica
2480,consola de videojuegos,96.21,11.0,2024-03-24,electronica
339,lampara de mesa,42.6,1.0,2024-03-25,decoracion
595,alfombra,83.25,1.0,2024-03-25,decoracion
629,lampara de mesa,40.3,2.0,2024-03-25,decoracion
652,cuadro decorativo,100.52,9.0,2024-03-25,decoracion
1093,microondas,71.38,1.0,2024-03-25,electrodomesticos
1918,cafetera,39.33,10.0,2024-03-25,electrodomesticos
2306,laptop,80.84,9.0,2024-03-25,electronica
2542,televisor,67.37,4.0,2024-03-25,electronica
594,jarron decorativo,115.95,1.0,2024-03-26,decoracion
649,lampara de mesa,83.61,1.0,2024-03-26,decoracion
1183,microondas,49.65,5.0,2024-03-26,electrodomesticos
1648,cafetera,63.49,7.0,2024-03-26,electrodomesticos
1705,lavadora,81.34,4.0,2024-03-26,electrodomesticos
1874,aspiradora,78.77,1.0,2024-03-26,electrodomesticos
2912,televisor,42.72,1.0,2024-03-26,electronica
132,cuadro decorativo,56.45,12.0,2024-03-27,decoracion
549,lampara de mesa,116.13,8.0,2024-03-27,decoracion
598,rincon de plantas,82.59,8.0,2024-03-27,decoracion
939,lampara de mesa,46.83,3.0,2024-03-27,decoracion
1251,freidora electrica,113.11,12.0,2024-03-27,electrodomesticos
1785,lavadora,44.12,10.0,2024-03-27,electrodomesticos
558,rincon de plantas,93.66,10.0,2024-03-28,decoracion
730,adorno de pared,103.9,8.0,2024-03-28,decoracion
1121,freidora electrica,90.31,6.0,2024-03-28,electrodomesticos
1433,microondas,63.01,8.0,2024-03-28,electrodomesticos
1565,lavadora,37.25,11.0,2024-03-28,electrodomesticos
1873,microondas,32.18,7.0,2024-03-28,electrodomesticos
2830,consola de videojuegos,123.72,3.0,2024-03-28,electronica
2272,televisor,55.97,7.0,2024-03-29,electronica
2585,auriculares,47.12,12.0,2024-03-29,electronica
2838,smartwatch,115.3,3.0,2024-03-29,electronica
2856,laptop,122.13,11.0,2024-03-29,electronica
749,lampara de mesa,44.88,1.0,2024-03-30,decoracion
1800,plancha de vapor,33.15,2.0,2024-03-30,electrodomesticos
1821,freidora electrica,44.33,10.0,2024-03-30,electrodomesticos
2034,auriculares,120.46,8.0,2024-03-30,electronica
2044,tablet,35.84,11.0,2024-03-30,electronica
2286,laptop,71.74,8.0,2024-03-30,electronica
2683,smartphone,111.41,7.0,2024-03-30,electronica
2984,tablet,75.89,11.0,2024-03-30,electronica
46,cortinas,98.15,7.0,2024-03-31,decoracion
221,lampara de mesa,41.81,9.0,2024-03-31,decoracion
251,lampara de mesa,33.37,3.0,2024-03-31,decoracion
654,jarron decorativo,53.53,7.0,2024-03-31,decoracion
904,jarron decorativo,40.48,11.0,2024-03-31,decoracion
1201,freidora electrica,95.13,8.0,2024-03-31,electrodomesticos
1261,freidora electrica,84.29,10.0,2024-03-31,electrodomesticos
1633,microondas,112.89,1.0,2024-03-31,electrodomesticos
1948,cafetera,116.78,6.0,2024-03-31,electrodomesticos
2062,televisor,101.98,7.0,2024-03-31,electronica
2731,parlantes bluetooth,77.95,6.0,2024-03-31,electronica
390,adorno de pared,87.52,8.0,2024-04-01,decoracion
522,cuadro decorativo,27.99,5.0,2024-04-01,decoracion
1322,heladera,58.58,4.0,2024-04-01,electrodomesticos
2310,consola de videojuegos,102.41,5.0,2024-04-01,electronica
2383,smartphone,103.69,1.0,2024-04-01,electronica
2865,auriculares,89.29,2.0,2024-04-01,electronica
45,alfombra,72.91,1.0,2024-04-02,decoracion
893,espejo decorativo,34.64,12.0,2024-04-02,decoracion
1008,cafetera,42.4,10.0,2024-04-02,electrodomesticos
1148,cafetera,110.21,4.0,2024-04-02,electrodomesticos
1457,horno electrico,27.61,6.0,2024-04-02,electrodomesticos
1588,cafetera,58.68,4.0,2024-04-02,electrodomesticos
1866,secadora,39.42,9.0,2024-04-02,electrodomesticos
1889,batidora,121.14,3.0,2024-04-02,electrodomesticos
1983,microondas,96.24,4.0,2024-04-02,electrodomesticos
226,cortinas,27.05,3.0,2024-04-03,decoracion
351,lampara de mesa,98.22,4.0,2024-04-03,decoracion
479,lampara de mesa,35.26,9.0,2024-04-03,decoracion
570,adorno de pared,64.18,7.0,2024-04-03,decoracion
643,espejo decorativo,43.51,1.0,2024-04-03,decoracion
679,lampara de mesa,39.86,6.0,2024-04-03,decoracion
1188,cafetera,91.58,11.0,2024-04-03,electrodomesticos
1480,plancha de vapor,99.08,11.0,2024-04-03,electrodomesticos
1611,freidora electrica,82.46,4.0,2024-04-03,electrodomesticos
1627,horno electrico,40.58,5.0,2024-04-03,electrodomesticos
2028,smartwatch,38.84,7.0,2024-04-03,electronica
2281,parlantes bluetooth,70.68,5.0,2024-04-03,electronica
2532,televisor,81.42,9.0,2024-04-03,electronica
172,cuadro decorativo,87.93,11.0,2024-04-04,decoracion
237,elementos de ceramica,61.12,9.0,2024-04-04,decoracion
340,adorno de pared,49.3,2.0,2024-04-04,decoracion
400,adorno de pared,33.1,1.0,2024-04-04,decoracion
841,lampara de mesa,86.82,10.0,2024-04-04,decoracion
1287,horno electrico,116.05,11.0,2024-04-04,electrodomesticos
1366,secadora,31.56,11.0,2024-04-04,electrodomesticos
1878,cafetera,68.97,8.0,2024-04-04,electrodomesticos
2124,tablet,74.39,7.0,2024-04-04,electronica
56,cortinas,66.24,5.0,2024-04-05,decoracion
421,lampara de mesa,114.83,9.0,2024-04-05,decoracion
424,jarron decorativo,87.94,2.0,2024-04-05,decoracion
1868,cafetera,62.23,1.0,2024-04-05,electrodomesticos
2545,auriculares,32.81,11.0,2024-04-05,electronica
2778,smartwatch,70.66,7.0,2024-04-05,electronica
145,alfombra,41.72,8.0,2024-04-06,decoracion
300,adorno de pared,67.75,9.0,2024-04-06,decoracion
439,lampara de mesa,35.43,2.0,2024-04-06,decoracion
906,cortinas,84.04,3.0,2024-04-06,decoracion
959,lampara de mesa,76.32,7.0,2024-04-06,decoracion
1376,secadora,69.58,7.0,2024-04-06,electrodomesticos
1776,secadora,33.55,3.0,2024-04-06,electrodomesticos
1784,aspiradora,115.24,3.0,2024-04-06,electrodomesticos
1974,aspiradora,87.32,7.0,2024-04-06,electrodomesticos
2080,consola de videojuegos,100.69,7.0,2024-04-06,electronica
2108,smartwatch,79.37,10.0,2024-04-06,electronica
2169,proyector,120.34,1.0,2024-04-06,electronica
213,espejo decorativo,40.76,8.0,2024-04-07,decoracion
345,alfombra,56.78,9.0,2024-04-07,decoracion
398,rincon de plantas,77.3,7.0,2024-04-07,decoracion
509,lampara de mesa,72.5,1.0,2024-04-07,decoracion
821,lampara de mesa,71.17,10.0,2024-04-07,decoracion
1642,heladera,88.78,2.0,2024-04-07,electrodomesticos
1956,secadora,42.59,12.0,2024-04-07,electrodomesticos
2085,auriculares,122.56,6.0,2024-04-07,electronica
2096,laptop,83.25,6.0,2024-04-07,electronica
2356,laptop,30.16,6.0,2024-04-07,electronica
2373,smartphone,123.6,12.0,2024-04-07,electronica
204,jarron decorativo,94.75,1.0,2024-04-08,decoracion
1381,freidora electrica,38.12,2.0,2024-04-08,electrodomesticos
2365,auriculares,92.91,11.0,2024-04-08,electronica
2486,laptop,124.95,11.0,2024-04-08,electronica
2506,laptop,34.74,1.0,2024-04-08,electronica
2705,auriculares,87.29,2.0,2024-04-08,electronica
1225,lavadora,87.65,2.0,2024-04-09,electrodomesticos
1344,aspiradora,34.1,3.0,2024-04-09,electrodomesticos
1361,freidora electrica,103.64,10.0,2024-04-09,electrodomesticos
1979,batidora,88.23,11.0,2024-04-09,electrodomesticos
2852,televisor,34.23,4.0,2024-04-09,electronica
48,rincon de plantas,102.85,3.0,2024-04-10,decoracion
141,lampara de mesa,96.45,1.0,2024-04-10,decoracion
426,cortinas,119.55,7.0,2024-04-10,decoracion
556,cortinas,42.74,12.0,2024-04-10,decoracion
600,adorno de pared,66.0,4.0,2024-04-10,decoracion
797,elementos de ceramica,52.97,2.0,2024-04-10,decoracion
1315,lavadora,49.69,12.0,2024-04-10,electrodomesticos
1356,secadora,124.09,4.0,2024-04-10,electrodomesticos
1435,lavadora,37.2,10.0,2024-04-10,electrodomesticos
1618,cafetera,31.94,11.0,2024-04-10,electrodomesticos
1630,plancha de vapor,76.06,9.0,2024-04-10,electrodomesticos
1871,freidora electrica,88.9,6.0,2024-04-10,electrodomesticos
1919,batidora,38.51,9.0,2024-04-10,electrodomesticos
2661,parlantes bluetooth,79.11,3.0,2024-04-10,electronica
2785,auriculares,122.8,3.0,2024-04-10,electronica
328,rincon de plantas,60.89,1.0,2024-04-11,decoracion
466,cortinas,26.29,7.0,2024-04-11,decoracion
1109,batidora,123.83,12.0,2024-04-11,electrodomesticos
1578,cafetera,101.98,2.0,2024-04-11,electrodomesticos
2370,consola de videojuegos,46.08,7.0,2024-04-11,electronica
2478,smartwatch,80.84,8.0,2024-04-11,electronica
2544,tablet,63.88,8.0,2024-04-11,electronica
2934,tablet,95.9,2.0,2024-04-11,electronica
127,elementos de ceramica,93.84,8.0,2024-04-12,decoracion
292,cuadro decorativo,78.91,8.0,2024-04-12,decoracion
1394,aspiradora,68.73,5.0,2024-04-12,electrodomesticos
2492,televisor,54.4,5.0,2024-04-12,electronica
2812,televisor,52.6,2.0,2024-04-12,electronica
89,lampara de mesa,55.79,1.0,2024-04-13,decoracion
659,lampara de mesa,50.98,3.0,2024-04-13,decoracion
1012,heladera,62.93,1.0,2024-04-13,electrodomesticos
1048,cafetera,58.81,10.0,2024-04-13,electrodomesticos
1450,plancha de vapor,56.8,8.0,2024-04-13,electrodomesticos
1758,cafetera,118.03,5.0,2024-04-13,electrodomesticos
1856,secadora,42.03,11.0,2024-04-13,electrodomesticos
2490,consola de videojuegos,122.79,6.0,2024-04-13,electronica
2547,camara digital,60.29,6.0,2024-04-13,electronica
2704,tablet,117.89,1.0,2024-04-13,electronica
2996,camara digital,63.89,1.0,2024-04-13,electronica
285,alfombra,107.8,7.0,2024-04-14,decoracion
896,cortinas,71.03,7.0,2024-04-14,decoracion
1097,horno electrico,122.69,10.0,2024-04-14,electrodomesticos
1516,secadora,105.8,3.0,2024-04-14,electrodomesticos
1698,cafetera,88.26,1.0,2024-04-14,electrodomesticos
2029,proyector,124.37,8.0,2024-04-14,electronica
2039,proyector,34.39,7.0,2024-04-14,electronica
2097,camara digital,42.17,8.0,2024-04-14,electronica
2275,auriculares,32.0,1.0,2024-04-14,electronica
2381,parlantes bluetooth,98.28,5.0,2024-04-14,electronica
107,elementos de ceramica,45.86,6.0,2024-04-15,decoracion
185,alfombra,45.21,6.0,2024-04-15,decoracion
374,jarron decorativo,94.59,5.0,2024-04-15,decoracion
601,lampara de mesa,99.85,3.0,2024-04-15,decoracion
616,cortinas,107.96,9.0,2024-04-15,decoracion
886,cortinas,45.79,7.0,2024-04-15,decoracion
1134,aspiradora,69.06,11.0,2024-04-15,electrodomesticos
1168,cafetera,37.32,2.0,2024-04-15,electrodomesticos
1454,aspiradora,51.46,4.0,2024-04-15,electrodomesticos
2266,laptop,104.48,5.0,2024-04-15,electronica
2396,laptop,77.38,1.0,2024-04-15,electronica
2673,smartphone,76.29,11.0,2024-04-15,electronica
19,lampara de mesa,61.03,6.0,2024-04-16,decoracion
953,espejo decorativo,76.31,5.0,2024-04-16,decoracion
1177,horno electrico,65.16,4.0,2024-04-16,electrodomesticos
1629,batidora,108.94,6.0,2024-04-16,electrodomesticos
1655,lavadora,37.39,1.0,2024-04-16,electrodomesticos
1803,microondas,122.22,11.0,2024-04-16,electrodomesticos
1864,aspiradora,54.94,3.0,2024-04-16,electrodomesticos
2019,proyector,41.79,7.0,2024-04-16,electronica
2151,parlantes bluetooth,83.34,7.0,2024-04-16,electronica
2610,consola de videojuegos,49.74,9.0,2024-04-16,electronica
2615,auriculares,46.72,11.0,2024-04-16,electronica
2715,auriculares,100.58,7.0,2024-04-16,electronica
1,lampara de mesa,82.25,8.0,2024-04-17,decoracion
138,rincon de plantas,38.89,2.0,2024-04-17,decoracion
1009,batidora,119.03,8.0,2024-04-17,electrodomesticos
1118,cafetera,67.0,11.0,2024-04-17,electrodomesticos
1190,plancha de vapor,29.68,1.0,2024-04-17,electrodomesticos
1253,microondas,65.99,8.0,2024-04-17,electrodomesticos
1521,freidora electrica,89.52,10.0,2024-04-17,electrodomesticos
1532,heladera,29.17,2.0,2024-04-17,electrodomesticos
2368,smartwatch,70.23,5.0,2024-04-17,electronica
925,alfombra,52.55,11.0,2024-04-18,decoracion
1316,secadora,110.21,11.0,2024-04-18,electrodomesticos
1590,plancha de vapor,60.38,4.0,2024-04-18,electrodomesticos
1914,aspiradora,92.52,1.0,2024-04-18,electrodomesticos
2134,tablet,43.2,4.0,2024-04-18,electronica
548,rincon de plantas,32.26,8.0,2024-04-19,decoracion
905,alfombra,112.82,9.0,2024-04-19,decoracion
